cluster_id,ring_id,rank,moi,system_name,body_name,ring_name,x,y,z,dist_to_centroid_ly
K14_C02,5fbd2a02363e8daf245705dc970a27a2412a744c,700,0.999641,Croomae JG-Y e2856,Croomae JG-Y e2856 A 1,Croomae JG-Y e2856 A 1 B Ring,3329.187500,1274.218750,24758.750000,2622.008646
K14_C02,34fc6d955c1cc83a2a64e4e467723e6209e37e46,701,0.999641,Dryoea Blao VJ-R e4-98,Dryoea Blao VJ-R e4-98 2,Dryoea Blao VJ-R e4-98 2 C Ring,5589.343750,-997.687500,29247.062500,4282.082364
K14_C02,8f01d76825e3e7bdf630af48380442caa9609215,705,0.999637,Eembaisk GE-P c19-2624,Eembaisk GE-P c19-2624 1,Eembaisk GE-P c19-2624 1 A Ring,2607.062500,38.343750,30529.750000,3666.279460
K14_C02,94250c2bcb700b07e183b642aa178ed8936879bc,717,0.999610,Hypuae Audst KZ-E d12-214,Hypuae Audst KZ-E d12-214 2,Hypuae Audst KZ-E d12-214 2 A Ring,308.937500,2057.562500,25603.031250,2955.645362
K14_C02,c28b09910132ca8e3b8b99ef407fcc47cbc1ef82,726,0.999591,Phrio Prue GH-V f2-652,Phrio Prue GH-V f2-652 2,Phrio Prue GH-V f2-652 2 A Ring,1425.062500,-1327.000000,27064.812500,1744.099580
K14_C02,c51412a35ec613f4eb5d07b6b6d4fba9fdd3b0f9,731,0.999584,Myriesly WO-Z d13-7554,Myriesly WO-Z d13-7554 ABC 1,Myriesly WO-Z d13-7554 ABC 1 B Ring,-177.968750,-12.031250,25791.250000,2652.390321
K14_C02,595b8580225712d9f37b7c37b251a13dbe2d3fac,733,0.999582,Myrielk LE-G c24-2205,Myrielk LE-G c24-2205 2,Myrielk LE-G c24-2205 2 C Ring,412.437500,-5.031250,25605.968750,2231.902903
K14_C02,fb4e032be85cf7432855cfbcbcc776930aeb2669,772,0.999500,Phua Audst CA-H d10-1915,Phua Audst CA-H d10-1915 6,Phua Audst CA-H d10-1915 6 B Ring,-169.187500,1415.843750,26756.843750,2684.915910
K14_C02,2972a2bd587a9e3b514e905cecb9e8deb60fdd8e,774,0.999497,Hypiae Aug CQ-Y f153,Hypiae Aug CQ-Y f153 3,Hypiae Aug CQ-Y f153 3 A Ring,1930.343750,1973.250000,25131.687500,2504.732246
K14_C02,25114cc4467dc75e64439eaa6bf17663c261f38f,782,0.999462,Eord Blao VY-S e3-249,Eord Blao VY-S e3-249 3,Eord Blao VY-S e3-249 3 A Ring,5907.468750,-1200.000000,27791.625000,4044.309958
K14_C02,a835e3743e57779a5c658bca8e778b3044c4a4a2,791,0.999434,Byoomao IQ-N c23-780,Byoomao IQ-N c23-780 AB 4,Byoomao IQ-N c23-780 AB 4 A Ring,-544.562500,-66.250000,25539.750000,3094.287653
K14_C02,a6272802f4caf292dcf10d89fa31911c38585c4d,805,0.999397,Hypou Aurb NS-K d8-25,Hypou Aurb NS-K d8-25 3,Hypou Aurb NS-K d8-25 3 B Ring,9653.125000,1534.218750,25270.406250,7714.372743
K14_C02,82f41a9b8223577f85238c5f00b6676398084f96,806,0.999395,Zuni YA-V c3-781,Zuni YA-V c3-781 A 4,Zuni YA-V c3-781 A 4 A Ring,106.500000,441.156250,23453.437500,4042.376394
K14_C02,fed39aefe1c58cc883cbd3451b3c7fa3bb20c53b,825,0.999345,Dryoea Bli EG-Y g825,Dryoea Bli EG-Y g825 B 1,Dryoea Bli EG-Y g825 B 1 C Ring,2869.718750,-1181.625000,29084.968750,2680.259099
K14_C02,0e5561751f9845f8c583857dd529567ac914d1f9,858,0.999217,Scaulao LC-T d4-8107,Scaulao LC-T d4-8107 6,Scaulao LC-T d4-8107 6 B Ring,-3015.218750,-466.593750,28844.218750,5636.476486
K14_C02,83cf35bc5147b7c36db4299ac078c03563227ca1,861,0.999200,Byoomi CH-P c8-2686,Byoomi CH-P c8-2686 2,Byoomi CH-P c8-2686 2 C Ring,-1791.218750,-194.625000,24909.812500,4496.833341
K14_C02,f044405534ec55fe9453e4323e1f47689addbb9e,867,0.999178,Juenae ZI-C c2-2613,Juenae ZI-C c2-2613 A 4,Juenae ZI-C c2-2613 A 4 A Ring,12.781250,-33.218750,25928.718750,2425.188965
K14_C02,1d669f48766e697c1bdc7461eef13311f02609c9,880,0.999100,Zuneae AA-X d2-654,Zuneae AA-X d2-654 5,Zuneae AA-X d2-654 5 C Ring,6065.500000,983.281250,23511.250000,5169.893484
K14_C02,9833310264b42a0b6340ede7144cc4b4c2bf5e2a,894,0.999025,Zuni ZH-B b30-24,Zuni ZH-B b30-24 AB 3,Zuni ZH-B b30-24 AB 3 A Ring,644.781250,575.593750,23904.718750,3395.859942
K14_C02,8a64ecee61596be6920c91e2c7ee8503c8d40dac,899,0.999000,Phua Audst JL-O d6-1996,Phua Audst JL-O d6-1996 2,Phua Audst JL-O d6-1996 2 A Ring,-109.562500,1612.000000,26408.187500,2765.874180
K14_C02,c33ebd03ebcb0e7f149a6b1f1047b014a5f2ce1d,901,0.998940,Lasou PL-Y d1900,Lasou PL-Y d1900 8,Lasou PL-Y d1900 8 B Ring,2273.656250,111.812500,32301.062500,5414.838382
K14_C02,6504bdba8432a8b79bd63a376602bb96b1bba33e,919,0.998801,Nyuenooe JR-N d6-4774,Nyuenooe JR-N d6-4774 4,Nyuenooe JR-N d6-4774 4 C Ring,-1995.500000,1280.843750,26411.406250,4381.669479
K14_C02,5a5ed24ed4cde3426006c0e84f9257ff990ebc96,922,0.998763,Byoomao AA-A f104,Byoomao AA-A f104 3,Byoomao AA-A f104 3 A Ring,-1032.343750,-1166.625000,24700.406250,4159.972747
K14_C02,5fc31a3dea2e36e4aea709db7281a68bb442843a,923,0.998757,Quemaae KH-D b26-0,Quemaae KH-D b26-0 8,Quemaae KH-D b26-0 8 C Ring,7540.531250,2614.250000,26378.781250,5853.650694
K14_C02,1fd58dcaed68a2b286ecb6e7f422734dbd45dfa0,926,0.998746,Eachaiv AA-A h26,Eachaiv AA-A h26 AB 4,Eachaiv AA-A h26 AB 4 B Ring,3166.281250,-1587.250000,23763.656250,3725.003137
K14_C02,3b90fd8020025fe558fc6915894f0de5650d5ac4,942,0.998640,Eorm Phyloi AQ-Y f177,Eorm Phyloi AQ-Y f177 1,Eorm Phyloi AQ-Y f177 1 A Ring,6581.156250,1996.906250,27484.000000,4743.648393
K14_C02,d272136d35248223dcc6006c8200c2b2005dda43,957,0.998476,Chraisuae WP-X e1-1232,Chraisuae WP-X e1-1232 ABCD 3,Chraisuae WP-X e1-1232 ABCD 3 A Ring,2550.750000,-1549.375000,31342.343750,4801.346331
K14_C02,6d13eb6d39d2821f89a554ec3bfa1a2af7a4ee74,961,0.998470,Myriesly SA-L b35-21,Myriesly SA-L b35-21 2,Myriesly SA-L b35-21 2 B Ring,-891.312500,-8.187500,25308.250000,3502.219712
K14_C02,a12e43e50e524d0841babc45a0ca0ad922377e9e,962,0.998457,Hypuae Auwsy QH-C c29-31,Hypuae Auwsy QH-C c29-31 3,Hypuae Auwsy QH-C c29-31 3 C Ring,11067.875000,1053.375000,25801.625000,8947.007514
K14_C02,ec03d938d0113ab78b02310162cae6438fe082b8,965,0.998431,Aishaint VE-G d11-64,Aishaint VE-G d11-64 AB 2,Aishaint VE-G d11-64 AB 2 B Ring,11276.625000,545.968750,34457.500000,11803.189570
K14_C02,2601a468ac5d87a65943fd4dc98efd5b3eb9178f,967,0.998415,Lasou DH-U e3-3748,Lasou DH-U e3-3748 1,Lasou DH-U e3-3748 1 B Ring,1439.406250,1118.125000,32935.250000,6165.968884
K14_C02,fc3c7203d64df98352e0ef4e1a3e7a3d808b4ae1,988,0.998166,Zunuae ZB-Z c28-1545,Zunuae ZB-Z c28-1545 A 4,Zunuae ZB-Z c28-1545 A 4 A Ring,-418.000000,353.281250,24505.062500,3562.472363
K14_C02,3f674be91dd37798b6863ecabadf75ba220af92e,1000,0.998032,Wepue IJ-K c24-3759,Wepue IJ-K c24-3759 6,Wepue IJ-K c24-3759 6 A Ring,-272.750000,-405.687500,24327.593750,3630.701143
K14_C03,c68bb424be0654f8f4b215feff6e1870ada96a87,1,1.000000,Stranaea EG-Y g1436,Stranaea EG-Y g1436 AB 1,Stranaea EG-Y g1436 AB 1 A Ring,-4773.687500,1430.968750,19289.468750,4933.837499
K14_C03,ca18b1513e408335612355d76ae86ade2629413e,19,0.999987,Eoch Flyuae EL-F c11-41,Eoch Flyuae EL-F c11-41 4,Eoch Flyuae EL-F c11-41 4 C Ring,-8440.281250,-1163.875000,17356.687500,1150.173101
K14_C03,afcfd076a52e064ff962d9664b84c946823f3575,22,0.999985,Shreia Eaescs IT-O d7-0,Shreia Eaescs IT-O d7-0 6,Shreia Eaescs IT-O d7-0 6 B Ring,-13658.062500,-2656.437500,9823.843750,8774.372518
K14_C03,feba4a1548d82a348a7df6d7f04d3bf22c195c97,29,0.999983,Nuekuae KE-N c21-23,Nuekuae KE-N c21-23 11,Nuekuae KE-N c21-23 11 C Ring,-5904.031250,-942.437500,13963.375000,3356.807877
K14_C03,d1f57f1edc49b4a4a8cae495918e790319504507,31,0.999982,Dryoea Flyi AA-A g208,Dryoea Flyi AA-A g208 AB 1,Dryoea Flyi AA-A g208 AB 1 B Ring,-4555.218750,-1086.156250,18319.093750,4160.414892
K14_C03,3c4204af585cf3b9bef45f8f4238c70b49cab90f,35,0.999982,Blo Aescs QR-V c18-17,Blo Aescs QR-V c18-17 6,Blo Aescs QR-V c18-17 6 C Ring,-7184.968750,1047.437500,12571.343750,4275.380813
K14_C03,b5b81c0400e462d567594d474d48aee702e25e21,42,0.999981,Dryio Flyuae YJ-R e4-838,Dryio Flyuae YJ-R e4-838 1,Dryio Flyuae YJ-R e4-838 1 C Ring,-8037.625000,-1031.437500,19006.968750,2664.748142
K14_C03,778717f53bc2317ae436aae69292a43975bd5adf,46,0.999979,Blua Eaec BX-L b8-12,Blua Eaec BX-L b8-12 4,Blua Eaec BX-L b8-12 4 C Ring,-7027.187500,-1113.531250,14490.250000,2288.071075
K14_C03,6ec8bf9b5afce6c7fe115a014a00505a2c450b3c,51,0.999978,Dryooe Flyou LB-W d2-2800,Dryooe Flyou LB-W d2-2800 8,Dryooe Flyou LB-W d2-2800 8 B Ring,-9187.625000,-712.750000,18414.687500,2259.653471
K14_C03,c936c7a5fe2ebf173e8b43f5493717f2076fa184,52,0.999978,Eord Flyuae OM-C d129,Eord Flyuae OM-C d129 6,Eord Flyuae OM-C d129 6 A Ring,-6608.843750,-213.218750,16880.687500,1716.041735
K14_C03,5d00b98c9e5210236f49dd56b2762f6d68c29115,61,0.999976,Byoi Aewsy SB-S c18-151,Byoi Aewsy SB-S c18-151 9,Byoi Aewsy SB-S c18-151 9 C Ring,-6281.812500,290.593750,13844.562500,3306.623326
K14_C03,12eab04c6976182a0387b4522a810c9fce0d2c35,63,0.999976,Eol Flyou TP-E d12-2121,Eol Flyou TP-E d12-2121 7,Eol Flyou TP-E d12-2121 7 A Ring,-9565.625000,-602.625000,17924.218750,2055.757896
K14_C03,ca50870e962e74586dd58587e309d6c1832d1c6d,65,0.999975,Eord Flyoo LM-W f1-55,Eord Flyoo LM-W f1-55 3,Eord Flyoo LM-W f1-55 3 C Ring,-6658.312500,-2565.468750,17780.968750,2866.339943
K14_C03,ad6d4fa0c426976f91f9b932052b181575211cce,78,0.999974,Dryio Flyuae KF-P c22-1379,Dryio Flyuae KF-P c22-1379 2,Dryio Flyuae KF-P c22-1379 2 C Ring,-8054.375000,-105.500000,19099.812500,2765.371239
K14_C03,c48086197550f5799d4fa589a9109664f3db13c0,102,0.999970,Eoch Flya HW-W f1-219,Eoch Flya HW-W f1-219 1,Eoch Flya HW-W f1-219 1 C Ring,-5280.781250,-1634.031250,17495.093750,3295.667479
K14_C03,1bbe68fed72e05de8083a1735e7a41ad67d7018d,104,0.999969,Voqaa IH-V f2-714,Voqaa IH-V f2-714 2,Voqaa IH-V f2-714 2 B Ring,-9656.500000,-1599.968750,18005.781250,2396.324894
K14_C03,939a121f69a77fc0bb79afb5140e30df978fb189,123,0.999963,Ooscs Aob JN-H d11-571,Ooscs Aob JN-H d11-571 ABC 3,Ooscs Aob JN-H d11-571 ABC 3 B Ring,-9081.000000,1128.593750,17847.812500,2428.183045
K14_C03,a7bd86abed7033c52eda7a53b73b59bdfc876beb,124,0.999962,Boelts WF-H b24,Boelts WF-H b24 AB 2,Boelts WF-H b24 AB 2 C Ring,-7340.843750,-544.250000,15582.656250,1179.249111
K14_C03,60aae7e001b943e849aa4271dc3b88593cbcba1a,127,0.999962,Dryoea Flyi AA-A g187,Dryoea Flyi AA-A g187 B 2,Dryoea Flyi AA-A g187 B 2 B Ring,-4567.687500,-1205.125000,18285.625000,4149.681651
K14_C03,5d28fa6d24132568c685bcd6032a4b79be557991,130,0.999961,Smeama YE-A g2,Smeama YE-A g2 1,Smeama YE-A g2 1 C Ring,-3294.218750,-2913.437500,19524.281250,6272.518873
K14_C03,190704702b72659270443f0b8f33c8f3739a01ca,131,0.999961,Grea Hypoo LM-W f1-160,Grea Hypoo LM-W f1-160 A 2,Grea Hypoo LM-W f1-160 A 2 C Ring,-9318.937500,-1238.187500,13844.812500,2844.552328
K14_C03,b3e40055cb051df8a51fe09242eae1b690afe895,144,0.999958,Eephaim AA-A h19,Eephaim AA-A h19 4,Eephaim AA-A h19 4 B Ring,-4869.500000,-808.281250,17575.468750,3548.700750
K14_C03,deb31d3bcc2f7400ce16e61ddbc7992c194e8673,167,0.999952,Eol Flyou FG-Y f635,Eol Flyou FG-Y f635 2,Eol Flyou FG-Y f635 2 C Ring,-9923.437500,-1155.625000,17410.781250,2078.182028
K14_C03,1613ac3395de5356af4807bde3941795a3ea6b66,175,0.999950,Eoch Flya ZJ-A f24,Eoch Flya ZJ-A f24 2,Eoch Flya ZJ-A f24 2 B Ring,-5494.031250,-1653.093750,17044.000000,2983.215793
K14_C03,c0ab8f364e53093b020bb9c81faafa977b138138,176,0.999950,Brambue DL-Y g298,Brambue DL-Y g298 5,Brambue DL-Y g298 5 B Ring,-10396.968750,-1850.687500,18882.000000,3551.972806
K14_C03,c8111bdd346ad3deed58b976eb8f5808b130db5a,177,0.999949,Eol Flyou AZ-C c14-326,Eol Flyou AZ-C c14-326 5,Eol Flyou AZ-C c14-326 5 B Ring,-10223.343750,-564.250000,17479.312500,2296.930979
K14_C03,034c695979f44854bd293767c123c2a4a0bd244c,184,0.999947,Blua Hypa AA-A g11,Blua Hypa AA-A g11 2,Blua Hypa AA-A g11 2 C Ring,-7552.156250,-788.031250,12254.031250,4184.541283
K14_C03,7ae37291ce471a76c42db146d955876d9171337c,188,0.999946,Brambe YE-A g537,Brambe YE-A g537 2,Brambe YE-A g537 2 A Ring,-8408.156250,-1351.031250,18728.437500,2471.553360
K14_C03,1bd935fee2f1ada70712189a5abd9390e3c1a66d,189,0.999946,Blaa Phoe CR-P c8-153,Blaa Phoe CR-P c8-153 4,Blaa Phoe CR-P c8-153 4 C Ring,-5493.031250,-128.375000,14675.000000,3239.501991
K14_C03,84f9d5e7ffb10183b0539d38001985097e6d7565,194,0.999944,Straneae XJ-A f174,Straneae XJ-A f174 2,Straneae XJ-A f174 2 C Ring,-7109.656250,2050.781250,18253.093750,3423.033898
K14_C03,dfdd850ac132811a61b3ff3465af84b04289d4d4,199,0.999943,Floaln PL-B d14-21,Floaln PL-B d14-21 3,Floaln PL-B d14-21 3 C Ring,-12746.468750,-496.625000,15542.187500,4619.519231
K14_C03,6a9ff3852a58c42e9eba6089f072d81855b91107,213,0.999940,Blua Eaec YY-K c23-26,Blua Eaec YY-K c23-26 2,Blua Eaec YY-K c23-26 2 A Ring,-7395.875000,-661.250000,15332.531250,1327.550934
K14_C03,00f11d327751390761af904dc468866dc70cbfd0,214,0.999940,Voqua HG-Y f2,Voqua HG-Y f2 A 3,Voqua HG-Y f2 A 3 A Ring,-8040.468750,-2469.781250,17327.281250,2102.403771
K14_C03,4e7c8ab92fc34dfd13929661aebc24b51b36ae97,216,0.999940,Boerth UU-W d2-999,Boerth UU-W d2-999 4,Boerth UU-W d2-999 4 B Ring,-4824.812500,-398.031250,15831.125000,3431.051141
K14_C03,ea107ddd4113727d8e664ec5b8cc0c92b23dd9a0,219,0.999939,Blua Eaec TG-H c25-23,Blua Eaec TG-H c25-23 5,Blua Eaec TG-H c25-23 5 C Ring,-6955.781250,-680.031250,15406.656250,1587.750037
K14_C03,7e995fd2eda1dd6876d1a046d8c1d3481d974938,223,0.999938,Greae Hypoea BH-Y c3-5,Greae Hypoea BH-Y c3-5 3,Greae Hypoea BH-Y c3-5 3 A Ring,-8409.687500,-1449.906250,13201.343750,3299.861627
K14_C03,7a74a20ade410e2828a56241cdbac491028d230a,224,0.999937,Floaln TQ-R c6-2,Floaln TQ-R c6-2 AB 2,Floaln TQ-R c6-2 AB 2 B Ring,-12583.562500,-449.156250,14612.562500,4725.065250
K14_C03,2cbe733071ea6eca25b1fca6585bc3f24a10d6b7,234,0.999934,Brambai AQ-Y f250,Brambai AQ-Y f250 1,Brambai AQ-Y f250 1 A Ring,-10235.718750,-1739.281250,18500.031250,3147.364723
K14_C03,580c8f5f3de4522a36df2025f791f83526bca5bc,236,0.999934,Dryoea Flyi SJ-R e4-4933,Dryoea Flyi SJ-R e4-4933 A 2,Dryoea Flyi SJ-R e4-4933 A 2 B Ring,-5139.812500,-1117.593750,19005.218750,4067.248561
K14_C03,63e6fa61961997a3221a93940b6557b4babb5d88,248,0.999930,Oephaif ED-X c16-113,Oephaif ED-X c16-113 6,Oephaif ED-X c16-113 6 B Ring,-11020.843750,577.218750,17590.062500,3281.358824
K14_C03,b898da82150200986b10a4af725fb0967bbb9fdc,261,0.999925,Dryoea Flyi SX-J c25-2102,Dryoea Flyi SX-J c25-2102 A 2,Dryoea Flyi SX-J c25-2102 A 2 A Ring,-4373.718750,-107.750000,19224.218750,4795.247478
K14_C03,b69025ffd8719e93b991b6f609b2a56b81316a55,269,0.999923,Blua Eaec NT-F c12-52,Blua Eaec NT-F c12-52 9,Blua Eaec NT-F c12-52 9 B Ring,-7139.781250,-705.062500,14816.593750,1897.373832
K14_C03,919ac1956fe236cde7253bdc2ade0797a788b47e,277,0.999920,Brambe WJ-A f517,Brambe WJ-A f517 1,Brambe WJ-A f517 1 B Ring,-8993.718750,-1724.437500,18279.406250,2342.147668
K14_C03,ad98bb62194f3a2a0d2f7b91d8e7dc1d8a564bfc,286,0.999918,Greae Hypa VB-O c6-18,Greae Hypa VB-O c6-18 5,Greae Hypa VB-O c6-18 5 C Ring,-8078.312500,-1210.937500,13299.656250,3146.067111
K14_C03,241b1472b1d808e24a8c989c932640b06007a16b,299,0.999913,Granou DL-Y f245,Granou DL-Y f245 2,Granou DL-Y f245 2 B Ring,-4725.406250,-2067.343750,18646.843750,4403.592530
K14_C03,45f9afb815dd4efcb19e692eb32f9ce2174de4ab,303,0.999912,Eulairgh PS-U f2-395,Eulairgh PS-U f2-395 3,Eulairgh PS-U f2-395 3 C Ring,-9163.750000,1290.718750,17893.093750,2601.712362
K14_C03,2c113658127df29e9c0a1436819ff767d2ed9318,308,0.999911,Eephaints OI-X c16-6,Eephaints OI-X c16-6 A 5,Eephaints OI-X c16-6 A 5 C Ring,-16911.312500,-657.937500,17601.156250,8791.078643
K14_C03,6f711f96ecfe060c233fa5c40dd38a3eeefc4a07,321,0.999906,Dryio Flyi DF-A e1592,Dryio Flyi DF-A e1592 4,Dryio Flyi DF-A e1592 4 B Ring,-5510.937500,-997.687500,18288.937500,3324.356397
K14_C03,85a4542560bd072a4e4f6c5709c244c86b6ee038,324,0.999903,Oephaidst NN-S e4-1086,Oephaidst NN-S e4-1086 2,Oephaidst NN-S e4-1086 2 C Ring,-7758.937500,1130.093750,17808.343750,2284.609145
K14_C03,35383f0581132509dcafa4ed49f8015b2f4598b6,325,0.999903,Floasly KU-D d13-36,Floasly KU-D d13-36 B 12,Floasly KU-D d13-36 B 12 B Ring,-17429.812500,-219.875000,15423.281250,9282.078389
K14_C03,d231f2617f985af3f738625033210bf05becd7f5,334,0.999899,Boeph AM-L d8-272,Boeph AM-L d8-272 AB 3,Boeph AM-L d8-272 AB 3 C Ring,-8687.343750,-739.218750,16320.281250,506.069059
K14_C03,ab1cf2aac3d1ac0ca9710cb7ecd9edc8f404e90c,342,0.999892,Blue Phraa JH-V f2-231,Blue Phraa JH-V f2-231 2,Blue Phraa JH-V f2-231 2 C Ring,-9117.937500,-1603.875000,15399.718750,1676.381161
K14_C03,572c9162916763d734e61553c591fe5aacbf1f66,346,0.999891,Dryio Flyuae AA-A h478,Dryio Flyuae AA-A h478 1,Dryio Flyuae AA-A h478 1 B Ring,-8667.437500,-71.843750,18782.125000,2499.431698
K14_C03,334a561d7f56e5a897978deb9e48929e9f948f1e,359,0.999884,Greou Hypoe CY-B c29-0,Greou Hypoe CY-B c29-0 3,Greou Hypoe CY-B c29-0 3 C Ring,-16784.812500,-1619.250000,14257.500000,8897.645373
K14_C03,102c0559dc66935ffd914e0b9092367a2492c529,363,0.999883,Grea Hypoo QQ-Y c16-86,Grea Hypoo QQ-Y c16-86 ABCD 2,Grea Hypoo QQ-Y c16-86 ABCD 2 C Ring,-9628.343750,-363.375000,13768.843750,2985.649449
K14_C03,fae9e3e6ee98e38e20139b0b75cf3741d73eaa7c,371,0.999880,Boeph GH-L d8-342,Boeph GH-L d8-342 B 7,Boeph GH-L d8-342 B 7 C Ring,-8316.218750,-756.187500,16356.687500,194.491184
K14_C03,e42c7d1c178e59291f12ed16fb25493a6f8f2060,406,0.999867,Eol Flyou FG-Y g522,Eol Flyou FG-Y g522 1,Eol Flyou FG-Y g522 1 C Ring,-9606.593750,-775.718750,18110.625000,2231.586557
K14_C03,e8f158c5cee3cb8188ed9f6bd9a12210f7e0bf20,414,0.999860,Blua Hypa RQ-J b53-26,Blua Hypa RQ-J b53-26 7,Blua Hypa RQ-J b53-26 7 C Ring,-6512.656250,-659.000000,12880.218750,3890.713937
K14_C03,2c56d2d6e4daf306145dcdf2546f9f46d75806da,420,0.999858,Clooku MU-F c27-124,Clooku MU-F c27-124 ABCD 1,Clooku MU-F c27-124 ABCD 1 C Ring,-6431.781250,-253.125000,12930.562500,3896.608606
K14_C03,935d6c44d8c0cb6fbe1003b785b1ff008fb51409,429,0.999853,Eord Flyuae AF-A e128,Eord Flyuae AF-A e128 2,Eord Flyuae AF-A e128 2 C Ring,-7343.843750,-1000.625000,16860.468800,1063.785596
K14_C03,1c771bc2d139e28ebabfbb265602d83cb79a3b11,436,0.999850,Stuelou KS-J d9-316,Stuelou KS-J d9-316 7,Stuelou KS-J d9-316 7 B Ring,-6903.437500,-711.031250,13858.000000,2843.014130
K14_C03,34a39d99fbbd5a1d0fd1d935855302ad86026ee5,441,0.999848,Dryaea Aob JR-E c14-54,Dryaea Aob JR-E c14-54 4,Dryaea Aob JR-E c14-54 4 C Ring,-10161.937500,1055.875000,18756.875000,3493.070275
K14_C03,1bf47df384b038ee4fa0ab57dd9dc94bf83166c2,457,0.999841,Blue Hypooe FW-N e6-1,Blue Hypooe FW-N e6-1 2,Blue Hypooe FW-N e6-1 2 B Ring,-12027.031250,-1105.968750,12870.906250,5215.156992
K14_C03,7a61828863c66e48f73bf4c6c2cc7b2041e8140e,459,0.999839,Sphoetz GW-W f1-159,Sphoetz GW-W f1-159 A 2,Sphoetz GW-W f1-159 A 2 B Ring,-9535.031250,-1664.500000,16233.437500,1710.772325
K14_C03,03eb6cc8a61cb852e8af2d96054aa32d21125602,468,0.999836,Boeff MZ-Q c21-53,Boeff MZ-Q c21-53 2,Boeff MZ-Q c21-53 2 C Ring,-12919.093750,-111.531250,16527.750000,4741.155875
K14_C03,91c1c2cfed78a3d9598a602a9eb0499b1a5bb406,469,0.999835,Foett PS-U e2-71,Foett PS-U e2-71 A 1,Foett PS-U e2-71 A 1 C Ring,-3379.875000,1327.593750,16212.000000,5198.444337
K14_C03,929fc82bb50956168b54c1b097389930db8409b9,471,0.999835,Dryooe Flyou DG-K c23-294,Dryooe Flyou DG-K c23-294 3,Dryooe Flyou DG-K c23-294 3 C Ring,-9027.343750,-817.500000,19163.625000,2907.900423
K14_C03,a8abdbaf9c4c67f27253643ff71e2b6b4da382b3,472,0.999835,Voqaa JH-V f2-503,Voqaa JH-V f2-503 1,Voqaa JH-V f2-503 1 B Ring,-9107.156250,-1367.843750,17910.656250,1933.649224
K14_C03,40994d12e131900b7ab81ae3b1867535fa64ed17,487,0.999829,Eephaills EV-O d6-61,Eephaills EV-O d6-61 14,Eephaills EV-O d6-61 14 B Ring,-10440.968750,-799.875000,17415.625000,2470.900737
K14_C03,442da50071fea71fa9c8b2c6d573feec84ebf9d0,489,0.999828,Oephaivsky AQ-X d1-2,Oephaivsky AQ-X d1-2 5,Oephaivsky AQ-X d1-2 5 A Ring,-12473.625000,458.875000,17084.843750,4453.089269
K14_C03,e3059e99abd43ef6e9284b75dea2a58f322ce3b2,502,0.999823,Clookau XJ-H d10-130,Clookau XJ-H d10-130 4,Clookau XJ-H d10-130 4 A Ring,-9187.656250,-953.781250,12618.968750,3906.253714
K14_C03,85deb5958bf4008c505c295ac8a9456091696a87,520,0.999816,Blue Eaewsy MZ-V c16-27,Blue Eaewsy MZ-V c16-27 B 3,Blue Eaewsy MZ-V c16-27 B 3 B Ring,-9884.093750,-917.906250,15035.187500,2176.446379
K14_C03,e9d85c2045ae3f6c5aeae7bbfb7ff6a4bdebf309,554,0.999800,Boesky CA-A f488,Boesky CA-A f488 1,Boesky CA-A f488 1 B Ring,-9451.906250,-1298.281250,15761.687500,1558.725916
K14_C03,7a5a2c1d616f5c9c0c28512995a34c35252dd3ed,557,0.999797,Blua Eaec VZ-O d6-474,Blua Eaec VZ-O d6-474 12,Blua Eaec VZ-O d6-474 12 C Ring,-7170.281250,-693.875000,14932.406250,1784.464303
K14_C03,c70568d1488ed21a07fdd5c738b2b337f4702b75,564,0.999793,Eephaim GD-R d5-2390,Eephaim GD-R d5-2390 5,Eephaim GD-R d5-2390 5 A Ring,-5120.718750,-576.156250,17360.406250,3235.777483
K14_C03,5f56c7aac1409b93d7cf81ad4ca500b6ad5103a0,575,0.999789,Dryoea Flyi FG-Y f1903,Dryoea Flyi FG-Y f1903 4,Dryoea Flyi FG-Y f1903 4 B Ring,-4728.625000,-1069.406250,18694.406250,4201.353366
K14_C03,b0cb876dabf0d415b8d52288544fb6e439a465a3,579,0.999787,Nuekuae UE-R c20-136,Nuekuae UE-R c20-136 5,Nuekuae UE-R c20-136 5 A Ring,-6441.843750,-444.312500,13924.156250,3029.701535
K14_C03,54db869e602829630c51184a5d84206b548f4db0,580,0.999787,Boelts UW-A d14-796,Boelts UW-A d14-796 B 7,Boelts UW-A d14-796 B 7 C Ring,-7699.062500,-730.187500,16788.312500,661.701936
K14_C03,e3958ebc0e9ad55faf5f8667c7a399a1eac9a901,587,0.999781,Boewnst ZP-P e5-483,Boewnst ZP-P e5-483 1,Boewnst ZP-P e5-483 1 B Ring,-5855.250000,-1107.593750,16572.562500,2411.947727
K14_C03,3625288da9799b65a52d7c8f727ce93a701bc9b1,597,0.999778,Blua Eaec GM-P b8-6,Blua Eaec GM-P b8-6 5,Blua Eaec GM-P b8-6 5 A Ring,-7220.437500,-728.000000,14493.781250,2134.374772
K14_C03,83b29ef45f92bbd7afe1893945b260bcc2331536,613,0.999764,Dryooe Flyou AA-A g1274,Dryooe Flyou AA-A g1274 1,Dryooe Flyou AA-A g1274 1 C Ring,-10060.812500,-843.687500,18365.656250,2726.587785
