cluster_id,ring_id,moi_metric,system_name,body_name,ring_name,x,y,z,rank
D5000_C001,684d720611486973ab0bd2cf094d9c8182c8f303,0.999962,Kyloall FG-Y f2512,Kyloall FG-Y f2512 3,Kyloall FG-Y f2512 3 B Ring,-8576.000000,-1005.531250,21303.000000,126
D5000_C001,60aae7e001b943e849aa4271dc3b88593cbcba1a,0.999962,Dryoea Flyi AA-A g187,Dryoea Flyi AA-A g187 B 2,Dryoea Flyi AA-A g187 B 2 B Ring,-4567.687500,-1205.125000,18285.625000,127
D5000_C001,63373206ae49d3fa3adc0b9a0f5492c8f2f69481,0.999962,Thaila PC-V c18-22,Thaila PC-V c18-22 6,Thaila PC-V c18-22 6 C Ring,5354.125000,-372.906250,4863.375000,128
D5000_C001,7dfa083403b6f03bbeea4e8028f48b259c24e015,0.999962,Flyiedge TN-K c24-33,Flyiedge TN-K c24-33 C 3,Flyiedge TN-K c24-33 C 3 B Ring,-4663.968750,-362.562500,8966.968750,129
D5000_C001,5d28fa6d24132568c685bcd6032a4b79be557991,0.999961,Smeama YE-A g2,Smeama YE-A g2 1,Smeama YE-A g2 1 C Ring,-3294.218750,-2913.437500,19524.281250,130
D5000_C001,190704702b72659270443f0b8f33c8f3739a01ca,0.999961,Grea Hypoo LM-W f1-160,Grea Hypoo LM-W f1-160 A 2,Grea Hypoo LM-W f1-160 A 2 C Ring,-9318.937500,-1238.187500,13844.812500,131
D5000_C001,bcd55371c5c5298d4f619aab48682c29e5413885,0.999960,Hypaa Flyou IH-U d3-109,Hypaa Flyou IH-U d3-109 8,Hypaa Flyou IH-U d3-109 8 C Ring,-11055.250000,-729.375000,22356.812500,132
D5000_C001,aaef2464522f29a61c38432c13e937c285741075,0.999960,Dryio Bluae FG-Y g33,Dryio Bluae FG-Y g33 3,Dryio Bluae FG-Y g33 3 C Ring,-5430.468750,-1114.718750,29139.468750,133
D5000_C001,cc44489b61491bd49898a31b146b3b8769c318a4,0.999960,Pru Airm AA-A f19,Pru Airm AA-A f19 2,Pru Airm AA-A f19 2 C Ring,-1236.437500,1546.687500,10668.906250,134
D5000_C001,6b8643f3320cfaee6bf9c997edd476e4c2d04ef2,0.999959,Eachaiv AA-A h404,Eachaiv AA-A h404 C 2,Eachaiv AA-A h404 C 2 A Ring,3239.031250,-2016.875000,23803.843750,135
D5000_C001,47a0233c6ae60e9735275c1a465ecbeea60ca76d,0.999959,Eoch Grea PV-K d9-588,Eoch Grea PV-K d9-588 B 1,Eoch Grea PV-K d9-588 B 1 B Ring,3862.062500,-1465.937500,30478.937500,136
D5000_C001,6b55f3bef33351bd5bae7399d835ff2d78d3a2d9,0.999959,Col 359 Sector RB-Q b8-0,Col 359 Sector RB-Q b8-0 6,Col 359 Sector RB-Q b8-0 6 C Ring,-99.687500,220.687500,295.156250,137
D5000_C001,0c4067c2f28bdd49c599c22361c4b11ef1aebb0f,0.999959,Pha Scroi YJ-A f209,Pha Scroi YJ-A f209 1,Pha Scroi YJ-A f209 1 A Ring,-9411.406250,1971.937500,23481.812500,138
D5000_C001,94046da6e1e9d5c4037d240952b46a35c1baf5a6,0.999959,Aucoks WA-S c6-2,Aucoks WA-S c6-2 4,Aucoks WA-S c6-2 4 C Ring,527.468750,-363.031250,1796.656250,139
D5000_C001,ea25d54455329a6a77c0bab3414f379222f79671,0.999959,Phroea Bli DA-A f1691,Phroea Bli DA-A f1691 2,Phroea Bli DA-A f1691 2 B Ring,3758.968750,-1016.812500,33627.562500,140
D5000_C001,63f505d7df671f936477d6cb9207532ada8403d3,0.999959,Dryooe Prou NW-L b8-64,Dryooe Prou NW-L b8-64 1,Dryooe Prou NW-L b8-64 1 A Ring,-9872.781250,-1113.625000,20888.843750,141
D5000_C001,d434975b2a04fa56d04f4df7c8802dae87ca7096,0.999958,Shehio FC-U e3-1,Shehio FC-U e3-1 A 2,Shehio FC-U e3-1 A 2 C Ring,-4929.343750,-1488.343750,9866.531250,142
D5000_C001,1ad7080ebcf5ae8e9eb500035342847faa61a371,0.999958,Aunaihm KX-U e2-688,Aunaihm KX-U e2-688 1,Aunaihm KX-U e2-688 1 C Ring,-9020.531250,1500.750000,21188.937500,143
D5000_C001,b3e40055cb051df8a51fe09242eae1b690afe895,0.999958,Eephaim AA-A h19,Eephaim AA-A h19 4,Eephaim AA-A h19 4 B Ring,-4869.500000,-808.281250,17575.468750,144
D5000_C001,4f2f816ca10a937b6229d313c958b0658d8ed817,0.999958,Traikaae MS-Z c27-22,Traikaae MS-Z c27-22 7,Traikaae MS-Z c27-22 7 C Ring,-193.031250,116.687500,5281.000000,145
D5000_C001,e72aa81ce6f6311b06f70796a026c50ca1e09d0a,0.999957,Stuemeae BA-A c2103,Stuemeae BA-A c2103 3,Stuemeae BA-A c2103 3 C Ring,5.187500,-1.625000,25847.625000,146
D5000_C001,e1a521bc63f109c7ed514c6ad463679fbc506aa4,0.999957,Phrio Prue QO-Z e1973,Phrio Prue QO-Z e1973 2,Phrio Prue QO-Z e1973 2 B Ring,1216.312500,-1346.718750,26086.343750,147
D5000_C001,031e2e1567bdc47b59b731f60bd9fe83cdc60f1e,0.999957,Hypiae Aug OS-U f2-3258,Hypiae Aug OS-U f2-3258 1,Hypiae Aug OS-U f2-3258 1 B Ring,1945.750000,1411.406250,25745.406250,148
D5000_C001,43945872a4a4ef9ae9276c8f8f371b3c12883cd1,0.999956,Pro Eurl ET-S b45-1,Pro Eurl ET-S b45-1 AB 5,Pro Eurl ET-S b45-1 AB 5 C Ring,1262.343750,102.812500,1201.218750,149
D5000_C001,a666b3374fb93a41215c4191f611c45c695e05f8,0.999956,Skaudou GY-V c17-12,Skaudou GY-V c17-12 A 5,Skaudou GY-V c17-12 A 5 B Ring,-598.031250,-563.406250,9942.843750,150
D5000_C001,e393ec9cb51b8253191f4619c705f598297ac222,0.999955,Plimbea DB-O e6-65,Plimbea DB-O e6-65 1,Plimbea DB-O e6-65 1 B Ring,-8066.687500,1698.156250,28363.812500,151
D5000_C001,0992b188a079bbe922d01d109490ec8765b81c91,0.999955,Dryio Bloo ZU-Y f64,Dryio Bloo ZU-Y f64 1,Dryio Bloo ZU-Y f64 1 B Ring,-5847.718750,-1330.562500,28833.781250,152
D5000_C001,22ad96f5685155e5e025b67fdb6ed5f072cb6c68,0.999955,Eoch Byoea DA-A f2655,Eoch Byoea DA-A f2655 A 2,Eoch Byoea DA-A f2655 A 2 C Ring,4890.968750,-1229.250000,29892.125000,153
D5000_C001,7de92fde3f092f367a450eff8fbfdf907e8b53ae,0.999955,Thaileia US-M b54-1,Thaileia US-M b54-1 8,Thaileia US-M b54-1 8 B Ring,110.812500,-127.906250,5221.875000,154
D5000_C001,80fb5b7eb21a11b17e091ce1dc3ae8dfe8f39ee4,0.999955,Dryoea Prao FG-Y f4348,Dryoea Prao FG-Y f4348 1,Dryoea Prao FG-Y f4348 1 B Ring,2949.562500,-1054.781250,21157.187500,155
D5000_C001,c29cce8781707e747e59bba995611be0915f7e27,0.999955,Nuekau FG-Y f3,Nuekau FG-Y f3 4,Nuekau FG-Y f3 4 B Ring,-2235.062500,-1015.093750,13488.781250,156
D5000_C001,e3d064182d4cf5b1b85d5f382bee3e6bbeeba608,0.999954,Col 359 Sector GL-P d5-3,Col 359 Sector GL-P d5-3 4,Col 359 Sector GL-P d5-3 4 C Ring,-318.593750,-348.875000,580.406250,157
D5000_C001,cd08bb94b000a6af0af21f35cccc0aa1e9a0526c,0.999954,Eafots WO-Y c14-5,Eafots WO-Y c14-5 7,Eafots WO-Y c14-5 7 C Ring,-5725.875000,140.781250,-5538.406250,158
D5000_C001,bbf46c5a5eaca20d2739d73f77238dc490631cd5,0.999954,Phao Chraei FG-Y g0,Phao Chraei FG-Y g0 4,Phao Chraei FG-Y g0 4 A Ring,-7812.250000,2737.812500,34727.937500,159
D5000_C001,fd0002ec65f25c5a083393396003405504d70cf3,0.999954,Zunuae GN-S e4-7887,Zunuae GN-S e4-7887 3,Zunuae GN-S e4-7887 3 A Ring,-1195.843750,1200.500000,24213.218750,160
D5000_C001,34edfb5954047bde96c8ab7cf2ba722f509d9cf9,0.999954,Eorgh Prou AA-A h97,Eorgh Prou AA-A h97 B 2,Eorgh Prou AA-A h97 B 2 A Ring,-11027.218750,-394.000000,19727.437500,161
D5000_C001,2e60bf35979a97b3ee5fe0952c7cb0a5f38a4662,0.999953,Croomaa PS-B d13-1223,Croomaa PS-B d13-1223 3,Croomaa PS-B d13-1223 3 C Ring,-82.093750,1491.187500,25676.250000,162
D5000_C001,dcadf85fd73418e172ba3706753b230531381bb8,0.999952,Eorl Auwsy GW-M d7-124,Eorl Auwsy GW-M d7-124 B 5,Eorl Auwsy GW-M d7-124 B 5 C Ring,4612.031250,402.562500,20104.750000,164
D5000_C001,4b3b99690134982b29f164c6165d9a763dfca0bf,0.999952,Phroi Phoe YY-I c25-5,Phroi Phoe YY-I c25-5 11,Phroi Phoe YY-I c25-5 11 B Ring,-672.031250,-320.718750,-3808.343750,165
D5000_C001,1721945d40290bc5a32c444654f851e98a35e34b,0.999952,Ploea Eurl BG-F d11-0,Ploea Eurl BG-F d11-0 10,Ploea Eurl BG-F d11-0 10 C Ring,3227.250000,148.187500,-97.406250,166
D5000_C001,deb31d3bcc2f7400ce16e61ddbc7992c194e8673,0.999952,Eol Flyou FG-Y f635,Eol Flyou FG-Y f635 2,Eol Flyou FG-Y f635 2 C Ring,-9923.437500,-1155.625000,17410.781250,167
D5000_C001,333f50191528f26980296eaa474c4e31ee2234d8,0.999951,Drojeae BJ-B c16-9,Drojeae BJ-B c16-9 2,Drojeae BJ-B c16-9 2 C Ring,-2023.062500,-170.312500,3461.468750,168
D5000_C001,28e9115348b732f7c2291de9fe4e69397ffc486d,0.999951,Greae Phio WZ-W d2-5689,Greae Phio WZ-W d2-5689 7,Greae Phio WZ-W d2-5689 7 C Ring,1920.250000,-336.250000,15869.125000,169
D5000_C001,d0985fc3465a8f7a363a2acb425c5ff2ab1a03e9,0.999951,Umbaists AA-A g124,Umbaists AA-A g124 1,Umbaists AA-A g124 1 B Ring,5066.656250,-903.750000,29656.906250,170
D5000_C001,c0209687b4c08fcd417c4a6a5748c193205bf18f,0.999951,NGC 4463 Sector HU-D b26-0,NGC 4463 Sector HU-D b26-0 4,NGC 4463 Sector HU-D b26-0 4 B Ring,2640.062500,-520.125000,1778.468750,171
D5000_C001,b5d27cc47d3fef7cf5272ccfaecda30d85249d73,0.999951,Kyloae Prau FB-X f1-1,Kyloae Prau FB-X f1-1 2,Kyloae Prau FB-X f1-1 2 C Ring,4928.593750,-2736.843750,26657.187500,172
D5000_C001,4c70239a0f7e2452cc1acb8602f4acd68f8c8e47,0.999950,Kyloalz FG-Y g7,Kyloalz FG-Y g7 4,Kyloalz FG-Y g7 4 A Ring,9828.093750,-812.937500,21861.000000,173
D5000_C001,e7b9b26b77fb2db636df20a52cec619ec545f0ce,0.999950,Lysooh JM-Q c7-1,Lysooh JM-Q c7-1 A 5,Lysooh JM-Q c7-1 A 5 C Ring,2248.593750,941.000000,6968.843750,174
D5000_C001,1613ac3395de5356af4807bde3941795a3ea6b66,0.999950,Eoch Flya ZJ-A f24,Eoch Flya ZJ-A f24 2,Eoch Flya ZJ-A f24 2 B Ring,-5494.031250,-1653.093750,17044.000000,175
D5000_C001,c0ab8f364e53093b020bb9c81faafa977b138138,0.999950,Brambue DL-Y g298,Brambue DL-Y g298 5,Brambue DL-Y g298 5 B Ring,-10396.968750,-1850.687500,18882.000000,176
D5000_C001,c8111bdd346ad3deed58b976eb8f5808b130db5a,0.999949,Eol Flyou AZ-C c14-326,Eol Flyou AZ-C c14-326 5,Eol Flyou AZ-C c14-326 5 B Ring,-10223.343750,-564.250000,17479.312500,177
D5000_C001,b5d0e95438a51a7306459f727d6a9c674923fa32,0.999949,Spoihee DL-Y g56,Spoihee DL-Y g56 B 2,Spoihee DL-Y g56 B 2 A Ring,-6864.625000,-1450.937500,20097.750000,178
D5000_C001,dc5dd44c7e341786d14fe3201283f71abe4ac7b7,0.999949,Skaude SS-S c4-5,Skaude SS-S c4-5 3,Skaude SS-S c4-5 3 C Ring,-4589.406250,-972.812500,9408.594000,179
D5000_C001,3c3044f7f847b94f75430f3d26574cf25c573e56,0.999949,Dryooe Prou GG-Y f1387,Dryooe Prou GG-Y f1387 2,Dryooe Prou GG-Y f1387 2 B Ring,-9612.906250,-1017.906250,21020.250000,180
D5000_C001,4d326d37680a238992657fb0965fe4d4f14acfce,0.999949,Wredgo KY-Q c18-14,Wredgo KY-Q c18-14 6,Wredgo KY-Q c18-14 6 C Ring,-12447.531250,24.156250,-227.968750,181
D5000_C001,49eae06d837494ece7bde8bc8b394b4687471c0a,0.999949,Croomaa BA-A f2999,Croomaa BA-A f2999 1,Croomaa BA-A f2999 1 B Ring,-960.500000,1567.000000,24818.531250,182
D5000_C001,a1be0d0de743a9320fe95a6ea6df781be11d6dba,0.999948,Graea Hypue UZ-T c5-22,Graea Hypue UZ-T c5-22 3,Graea Hypue UZ-T c5-22 3 B Ring,-621.437500,-310.500000,13267.093750,183
D5000_C001,034c695979f44854bd293767c123c2a4a0bd244c,0.999947,Blua Hypa AA-A g11,Blua Hypa AA-A g11 2,Blua Hypa AA-A g11 2 C Ring,-7552.156250,-788.031250,12254.031250,184
D5000_C001,e0e8bb81b09e0c9306ad8e3d5db8a09be91d682e,0.999947,Phaa Aug FR-V e2-131,Phaa Aug FR-V e2-131 2,Phaa Aug FR-V e2-131 2 A Ring,3134.187500,2178.625000,26315.406250,185
D5000_C001,65936c6e04ae5753a853223e7851a370993300a8,0.999947,Theemae AA-A g218,Theemae AA-A g218 4,Theemae AA-A g218 4 B Ring,-3476.187500,1746.093750,23516.312500,186
D5000_C001,7451a36d2baf8879496d1da0b0384ba6a5b21768,0.999946,Skaude AA-A h342,Skaude AA-A h342 4,Skaude AA-A h342 4 C Ring,-4383.250000,-1255.031250,9641.468750,187
D5000_C001,7ae37291ce471a76c42db146d955876d9171337c,0.999946,Brambe YE-A g537,Brambe YE-A g537 2,Brambe YE-A g537 2 A Ring,-8408.156250,-1351.031250,18728.437500,188
D5000_C001,1bd935fee2f1ada70712189a5abd9390e3c1a66d,0.999946,Blaa Phoe CR-P c8-153,Blaa Phoe CR-P c8-153 4,Blaa Phoe CR-P c8-153 4 C Ring,-5493.031250,-128.375000,14675.000000,189
D5000_C001,e844695fb038a020a3116aa73069b33e9eb31fb2,0.999945,Dryoi Pri QD-T e3-3857,Dryoi Pri QD-T e3-3857 A 1,Dryoi Pri QD-T e3-3857 A 1 B Ring,-897.812500,-1014.718750,21360.843750,190
D5000_C001,e163bfce24e87d260f5e406c3e69634e859d6694,0.999945,Smootiae IV-I b53-1,Smootiae IV-I b53-1 AB 1,Smootiae IV-I b53-1 AB 1 C Ring,-970.593750,540.218750,52572.531250,191
D5000_C001,1681171c44ccd5f37c4859af342483b42908c0df,0.999945,Aunaihn OS-U f2-2181,Aunaihn OS-U f2-2181 2,Aunaihn OS-U f2-2181 2 C Ring,-5588.312500,1392.562500,21781.625000,192
D5000_C001,3fdc7cc3f6634040a03526e1f3551ad7c00ef97c,0.999944,Eeshorks SR-C b1-76,Eeshorks SR-C b1-76 A 2,Eeshorks SR-C b1-76 A 2 A Ring,2429.125000,-841.187500,16885.187500,193
D5000_C001,84f9d5e7ffb10183b0539d38001985097e6d7565,0.999944,Straneae XJ-A f174,Straneae XJ-A f174 2,Straneae XJ-A f174 2 C Ring,-7109.656250,2050.781250,18253.093750,194
D5000_C001,29cc367a40916bae4a168b588a9c5acb106cc9fa,0.999944,Pyroifoi EP-Z d21,Pyroifoi EP-Z d21 B 5,Pyroifoi EP-Z d21 B 5 B Ring,4918.687500,-705.843750,5444.156250,195
D5000_C001,45400f3454204c95862ba53bb194e572157e3e47,0.999944,Dryi Audst GX-T e3-318,Dryi Audst GX-T e3-318 2,Dryi Audst GX-T e3-318 2 A Ring,-5109.531250,2077.093750,21461.250000,196
D5000_C001,9a99341844878f6b04d1ecbec7926d329f51f2da,0.999944,Dumboe HW-W e1-914,Dumboe HW-W e1-914 1,Dumboe HW-W e1-914 1 C Ring,-9719.843750,347.093750,22296.625000,197
D5000_C001,c796be5cce47eec7ef7ffb9ac1691040f600a30d,0.999944,Mylaifaa EG-Y g27,Mylaifaa EG-Y g27 A 1,Mylaifaa EG-Y g27 A 1 C Ring,-11277.343750,-916.718750,19074.718750,198
D5000_C001,dfdd850ac132811a61b3ff3465af84b04289d4d4,0.999943,Floaln PL-B d14-21,Floaln PL-B d14-21 3,Floaln PL-B d14-21 3 C Ring,-12746.468750,-496.625000,15542.187500,199
D5000_C001,161fe4f84d112ecc5374862e765988ec83069cc7,0.999943,Croomae OS-U f2-272,Croomae OS-U f2-272 1,Croomae OS-U f2-272 1 C Ring,3172.250000,1309.625000,25605.531250,200
D5000_C001,85771ae77f66cd592aa9f960ef371aab9ca985ea,0.999943,Eactaiwnst KY-F c25-7,Eactaiwnst KY-F c25-7 4,Eactaiwnst KY-F c25-7 4 A Ring,-15803.000000,303.781250,43573.437500,201
D5000_C001,8e8d6d6d5c9383902d40fba2cb2f0b8e19ab7c72,0.999943,Synookooe FN-R b18-2,Synookooe FN-R b18-2 6,Synookooe FN-R b18-2 6 B Ring,9127.781250,59.468750,12151.875000,202
D5000_C001,832fe0f2d7d64a2ede185857addeeae130a378d8,0.999943,Phraa Hypa HP-K b14-0,Phraa Hypa HP-K b14-0 3,Phraa Hypa HP-K b14-0 3 C Ring,-1871.468750,-140.687500,-7149.250000,203
D5000_C001,d44bfe399a207eb98024c2942a2a732138903824,0.999943,Plio Eurl EC-Z c15-2,Plio Eurl EC-Z c15-2 6,Plio Eurl EC-Z c15-2 6 C Ring,2018.406250,617.125000,-379.656250,204
D5000_C001,b6cdc292af60b0581f126a549c3433ae06b78e99,0.999943,Athairk DA-A f2320,Athairk DA-A f2320 3,Athairk DA-A f2320 3 B Ring,3620.250000,-1088.750000,22105.375000,205
D5000_C001,9b90418dfb652e8c6643a3d2243f795581992cde,0.999943,Byeia Eurk MG-U b58-1,Byeia Eurk MG-U b58-1 AB 1,Byeia Eurk MG-U b58-1 AB 1 C Ring,-2445.718750,124.531250,6600.218750,206
D5000_C001,3bfde54ed64887041cc7967a36515dd627a5fade,0.999943,Oochody FY-D b4-2,Oochody FY-D b4-2 AB 3,Oochody FY-D b4-2 AB 3 A Ring,-3866.906250,-127.500000,-2257.781250,207
D5000_C001,e9450c628461d3c902742b43dac63d41419b1523,0.999943,Nyuena PD-B d381,Nyuena PD-B d381 6,Nyuena PD-B d381 6 C Ring,50.093750,1738.375000,25843.406250,208
D5000_C001,d6985e87b62557a089027bb995835b625582f92d,0.999942,Systimbie AA-A g246,Systimbie AA-A g246 A 5,Systimbie AA-A g246 A 5 B Ring,2742.093750,-1092.625000,27129.281250,209
D5000_C001,3f374431ead51753c7df0ae673808d53bfa05aed,0.999942,Graea Hypue YP-W d2-136,Graea Hypue YP-W d2-136 B 7,Graea Hypue YP-W d2-136 B 7 A Ring,-802.250000,-445.875000,13324.406250,210
D5000_C001,ab8653efd5263032a22ca178b386591c2cd5976a,0.999941,Aemonz AA-Y c17-160,Aemonz AA-Y c17-160 5,Aemonz AA-Y c17-160 5 C Ring,4131.500000,-133.281250,34269.906250,211
D5000_C001,62568539493753b08fea15d8644ae9ccaab017fc,0.999941,Treqai BA-A f14,Treqai BA-A f14 3,Treqai BA-A f14 3 A Ring,-931.656250,2734.000000,23487.968750,212
D5000_C001,6a9ff3852a58c42e9eba6089f072d81855b91107,0.999940,Blua Eaec YY-K c23-26,Blua Eaec YY-K c23-26 2,Blua Eaec YY-K c23-26 2 A Ring,-7395.875000,-661.250000,15332.531250,213
D5000_C001,00f11d327751390761af904dc468866dc70cbfd0,0.999940,Voqua HG-Y f2,Voqua HG-Y f2 A 3,Voqua HG-Y f2 A 3 A Ring,-8040.468750,-2469.781250,17327.281250,214
D5000_C001,01620fba6a65cc92eecd298e78affa3a9774d23e,0.999940,Juenoe MS-U f2-1919,Juenoe MS-U f2-1919 3,Juenoe MS-U f2-1919 3 B Ring,-8943.687500,-1067.062500,26826.937500,215
D5000_C001,4e7c8ab92fc34dfd13929661aebc24b51b36ae97,0.999940,Boerth UU-W d2-999,Boerth UU-W d2-999 4,Boerth UU-W d2-999 4 B Ring,-4824.812500,-398.031250,15831.125000,216
D5000_C001,6a31e3335adc316b36ef26ce8ece6508310ae869,0.999940,Prua Dryoae WD-T c19-3,Prua Dryoae WD-T c19-3 B 6,Prua Dryoae WD-T c19-3 B 6 C Ring,1561.093750,-400.531250,1062.125000,217
D5000_C001,e20ee688048a763d2fcf63904e3fe5a2817aadcd,0.999940,Pru Aescs QH-P c20-15,Pru Aescs QH-P c20-15 ABCD 1,Pru Aescs QH-P c20-15 ABCD 1 C Ring,-3815.843750,440.937500,8779.968750,218
D5000_C001,ea107ddd4113727d8e664ec5b8cc0c92b23dd9a0,0.999939,Blua Eaec TG-H c25-23,Blua Eaec TG-H c25-23 5,Blua Eaec TG-H c25-23 5 C Ring,-6955.781250,-680.031250,15406.656250,219
D5000_C001,528cc5f667bf03d93bd0fefb5216b408a07cdc2a,0.999939,Sphuqea MT-I c9-35,Sphuqea MT-I c9-35 A 10,Sphuqea MT-I c9-35 A 10 C Ring,-14057.031250,60.875000,35187.937500,220
D5000_C001,d130e382570a963ff8646d0d7814a20785c6df1b,0.999939,Eorl Phyloi IR-W f1-221,Eorl Phyloi IR-W f1-221 2,Eorl Phyloi IR-W f1-221 2 C Ring,2130.718750,1714.156250,27762.656250,221
D5000_C001,9b1b5c90d8e123e84aef99662a93bc21c605676d,0.999938,Spoihaae VU-V d3-1090,Spoihaae VU-V d3-1090 9,Spoihaae VU-V d3-1090 9 C Ring,-9566.906250,-1350.500000,19759.593750,222
D5000_C001,7e995fd2eda1dd6876d1a046d8c1d3481d974938,0.999938,Greae Hypoea BH-Y c3-5,Greae Hypoea BH-Y c3-5 3,Greae Hypoea BH-Y c3-5 3 A Ring,-8409.687500,-1449.906250,13201.343750,223
D5000_C001,7a74a20ade410e2828a56241cdbac491028d230a,0.999937,Floaln TQ-R c6-2,Floaln TQ-R c6-2 AB 2,Floaln TQ-R c6-2 AB 2 B Ring,-12583.562500,-449.156250,14612.562500,224
D5000_C001,47bf34e93f1304b4ee56f2a2f6c42f15940f41cf,0.999937,Sifaea GP-V b17-1,Sifaea GP-V b17-1 3,Sifaea GP-V b17-1 3 C Ring,5858.500000,297.750000,597.468750,225
D5000_C001,4f22e5ad5316eaf0c0e3a7b7b442fabda9512418,0.999935,Phaa Aoc GI-M c7-1672,Phaa Aoc GI-M c7-1672 2,Phaa Aoc GI-M c7-1672 2 C Ring,3713.781250,62.281250,23596.625000,226
D5000_C001,8346310040cc4411d264a8e6e13a9f01af775df7,0.999935,Prua Phoe TJ-G d11-214,Prua Phoe TJ-G d11-214 B 4,Prua Phoe TJ-G d11-214 B 4 C Ring,-5423.937500,-606.718750,11441.281250,227
D5000_C001,d538d2a645a18fa299f3fcdd1f735d0f84409d7e,0.999935,Sphuedeou IS-B d13-0,Sphuedeou IS-B d13-0 5,Sphuedeou IS-B d13-0 5 C Ring,4442.906250,1492.062500,86.000000,228
D5000_C001,3b610b8f250692c4a9fa286bfd4704fa89ea06ec,0.999935,Synuefe RG-M b40-2,Synuefe RG-M b40-2 3,Synuefe RG-M b40-2 3 C Ring,515.062500,-231.812500,-186.000000,230
D5000_C001,40e81c38ef5c741b2d61e5eff848a844de7190e4,0.999935,Dryooe Prou AA-Y c1-15,Dryooe Prou AA-Y c1-15 7,Dryooe Prou AA-Y c1-15 7 C Ring,-9960.218750,-976.343750,20793.125000,231
D5000_C001,5b3c955518f3cb6d62b3ab64d6dc32a4a7a538a1,0.999935,Flyua Phio KS-J d9-26,Flyua Phio KS-J d9-26 4,Flyua Phio KS-J d9-26 4 C Ring,2037.437500,-691.375000,10031.343750,232
D5000_C001,a096e38e88ddd506a08e916bfe01b4b5208950c8,0.999934,Eord Blou MK-D d13-5581,Eord Blou MK-D d13-5581 B 4,Eord Blou MK-D d13-5581 B 4 A Ring,-7368.000000,-366.781250,28272.781250,233
D5000_C001,2cbe733071ea6eca25b1fca6585bc3f24a10d6b7,0.999934,Brambai AQ-Y f250,Brambai AQ-Y f250 1,Brambai AQ-Y f250 1 A Ring,-10235.718750,-1739.281250,18500.031250,234
D5000_C001,c1a086255b5b6b51ee2058e72452685c6d271f33,0.999934,Slegi GI-O c8-0,Slegi GI-O c8-0 4,Slegi GI-O c8-0 4 A Ring,-2062.000000,-419.968750,-3264.062500,235
D5000_C001,580c8f5f3de4522a36df2025f791f83526bca5bc,0.999934,Dryoea Flyi SJ-R e4-4933,Dryoea Flyi SJ-R e4-4933 A 2,Dryoea Flyi SJ-R e4-4933 A 2 B Ring,-5139.812500,-1117.593750,19005.218750,236
D5000_C001,c69a000f697779fe1d534cceab292baf2b247bbc,0.999933,Phroea Blou JM-W f1-384,Phroea Blou JM-W f1-384 1,Phroea Blou JM-W f1-384 1 B Ring,-7149.937500,-1147.531250,34425.468750,237
D5000_C001,2e897ff881da7e51334b3d545b4dcdfe3958cea5,0.999933,Dryooe Flyou NS-U f2-150,Dryooe Flyou NS-U f2-150 2,Dryooe Flyou NS-U f2-150 2 A Ring,-9670.843750,-1167.031250,19235.031250,238
D5000_C001,889bd380e9d93db1b9dd882422bcbe5f410a9ddf,0.999932,Phrio Byoe DA-A f900,Phrio Byoe DA-A f900 2,Phrio Byoe DA-A f900 2 B Ring,-5456.812500,-1049.406250,36244.000000,239
D5000_C001,e272c8a250c0698572b0bbd574f5dd4003758123,0.999932,LTT 12696,LTT 12696 3,LTT 12696 3 C Ring,23.687500,77.000000,-51.375000,240
D5000_C001,681af6211ce3149630373a6d3bfb09cab90fd430,0.999932,Prua Phoe ZO-I c9-4,Prua Phoe ZO-I c9-4 2,Prua Phoe ZO-I c9-4 2 A Ring,-5914.437500,-1236.312500,10856.281250,241
D5000_C001,aa9a0f69769960b663edc4df66b1e748632c8194,0.999932,Ooscs Fraae SP-E c25-1583,Ooscs Fraae SP-E c25-1583 A 1,Ooscs Fraae SP-E c25-1583 A 1 A Ring,-12208.343750,24.500000,20531.343750,242
D5000_C001,80597b28bb5f3707f042065828cfcb6043d5db9d,0.999932,Dryau Chrea QP-N c7-703,Dryau Chrea QP-N c7-703 4,Dryau Chrea QP-N c7-703 4 C Ring,44.812500,359.937500,28723.593750,243
D5000_C001,ef1d455a20bec385b8600ab5f33f3a0b0496308e,0.999930,Eufarb BK-I c9-3,Eufarb BK-I c9-3 3,Eufarb BK-I c9-3 3 A Ring,-21295.875000,7.343750,53099.125000,245
D5000_C001,0026cc474fb2b6a8491d1c74d31fea4d2fd824e4,0.999930,Byoomeae PS-U f2-4302,Byoomeae PS-U f2-4302 2,Byoomeae PS-U f2-4302 2 B Ring,3557.187500,-1091.500000,25731.937500,247
D5000_C001,63e6fa61961997a3221a93940b6557b4babb5d88,0.999930,Oephaif ED-X c16-113,Oephaif ED-X c16-113 6,Oephaif ED-X c16-113 6 B Ring,-11020.843750,577.218750,17590.062500,248
D5000_C001,838977fcfd25a675e0e436034f8c6c1a58e5f10e,0.999929,Vegnoae WE-R e4-855,Vegnoae WE-R e4-855 A 2,Vegnoae WE-R e4-855 A 2 B Ring,-982.593750,122.687500,36901.281250,249
D5000_C001,e46aa2db4bffc9a329a4bb9c2bb4ce7fbc60e918,0.999929,Puekeau EW-N e6-1199,Puekeau EW-N e6-1199 2,Puekeau EW-N e6-1199 2 C Ring,-1832.593750,139.843750,14182.125000,250
