rank,ring_id,moi_metric,system_name,body_name,ring_name,x,y,z,theta_deg
548,c99eaf742835252443aa1b71209aa583b478e0f5,0.999803,Eol Prou PX-U e2-2061,Eol Prou PX-U e2-2061 4,Eol Prou PX-U e2-2061 4 B Ring,-9430.000000,-1004.718750,19967.281250,-147.893739
559,99e714f3f2d6c695f789660ac5069f577c283e68,0.999795,Hypua Flyoae XO-Q d5-957,Hypua Flyoae XO-Q d5-957 AB 6,Hypua Flyoae XO-Q d5-957 AB 6 A Ring,-11955.093750,-817.343750,22469.031250,-164.019277
561,56638fb6741f9a79dbef27693b77d9fbcf7f9108,0.999795,Wembaei GQ-G c13-15,Wembaei GQ-G c13-15 6,Wembaei GQ-G c13-15 6 C Ring,-24126.000000,-157.906250,23827.187500,-175.094604
568,df7d4675663e994da860bab38b30c94c6c7c75d1,0.999791,Juemaei GZ-T c5-13,Juemaei GZ-T c5-13 A 5,Juemaei GZ-T c5-13 A 5 A Ring,-17815.375000,-326.656250,26059.593750,179.487372
577,65828face2353767bf02ff91efbadf5d795a0bc5,0.999788,Juenoe AA-A h520,Juenoe AA-A h520 A 3,Juenoe AA-A h520 A 3 A Ring,-8105.187500,-90.062500,26071.718750,178.789841
581,b5f55c987ca3662d55d97bfb6fe71102570a2156,0.999787,Kyloasly HX-T d3-249,Kyloasly HX-T d3-249 10,Kyloasly HX-T d3-249 10 B Ring,-11445.406250,-864.531250,21032.875000,-157.008032
589,b0c5e23524e460c0a9bba05f4f2e7658ac518bad,0.999781,Smooraei OU-T c5-5,Smooraei OU-T c5-5 11,Smooraei OU-T c5-5 11 B Ring,-22702.593750,-366.312500,38878.781250,150.271292
593,b5c954f1907efbd849982b347f3485858439a7c5,0.999779,Dryio Bloo AA-A h135,Dryio Bloo AA-A h135 B 3,Dryio Bloo AA-A h135 B 3 B Ring,-6427.750000,-2454.031250,29288.843750,152.293105
595,66e061be589df7a3afba576247626e3e9a570bec,0.999778,Bya Phla ZE-X c15-25,Bya Phla ZE-X c15-25 13,Bya Phla ZE-X c15-25 13 C Ring,-22237.156250,248.312500,13713.093750,-151.302810
598,771fe49c343d4769b027afc53a64578b13a80b41,0.999777,Eor Free SJ-N c8-255,Eor Free SJ-N c8-255 3,Eor Free SJ-N c8-255 3 A Ring,-7104.375000,693.687500,19814.031250,-139.515388
599,ce185421df825347537bec670a5efc4e33f54a1b,0.999774,Agnaiz JM-W f1-3609,Agnaiz JM-W f1-3609 2,Agnaiz JM-W f1-3609 2 A Ring,-8680.000000,-1014.031250,22796.312500,-160.377414
613,83b29ef45f92bbd7afe1893945b260bcc2331536,0.999764,Dryooe Flyou AA-A g1274,Dryooe Flyou AA-A g1274 1,Dryooe Flyou AA-A g1274 1 C Ring,-10060.812500,-843.687500,18365.656250,-143.240097
617,4ed9420b2b1b2f24975a34921561c648f99678e4,0.999760,Eol Prou FL-P e5-217,Eol Prou FL-P e5-217 3,Eol Prou FL-P e5-217 3 B Ring,-9135.843750,-1235.656250,20415.937500,-149.094251
622,28dbe8288760b45d1c29596e04f005f92590d755,0.999754,Dryooe Prou AA-A f47,Dryooe Prou AA-A f47 2,Dryooe Prou AA-A f47 2 B Ring,-10075.250000,-1177.468750,20922.593750,-153.766543
623,d97272d800aa6789f49ac352dbf472aec70efee4,0.999752,Vegnoi ZL-B c27-20,Vegnoi ZL-B c27-20 A 1,Vegnoi ZL-B c27-20 A 1 C Ring,-15907.843750,117.468750,37215.156250,144.618762
626,5de64ccdf3a09ccba8f0b33ab7b51a4f1fd7e692,0.999748,Dryio Bloo CL-Y g81,Dryio Bloo CL-Y g81 AB 2,Dryio Bloo CL-Y g81 AB 2 B Ring,-5909.125000,-1842.406250,29073.781250,151.861187
627,7da1f61a865da49bcf2d1e019103b8a3f8a361db,0.999748,Phraa Pruae AA-A g1885,Phraa Pruae AA-A g1885 A 4,Phraa Pruae AA-A g1885 A 4 B Ring,-2083.468750,-1144.937500,26411.437500,166.366031
629,6d0fdd597855da1978deda046f10494b49ea2d1f,0.999746,Eol Flyou ZQ-I c24-129,Eol Flyou ZQ-I c24-129 5,Eol Flyou ZQ-I c24-129 5 C Ring,-9299.031250,-749.968750,17929.562500,-139.476045
634,512afbd10a3e6c931a391d4fb906716707a8060b,0.999741,Syroomeou JM-W f1-5,Syroomeou JM-W f1-5 3,Syroomeou JM-W f1-5 3 A Ring,-993.500000,2849.687500,25298.875000,-149.457322
637,be84981e1b565c52f267890f53bc273402907a8d,0.999735,Eoch Pruae KX-U e2-696,Eoch Pruae KX-U e2-696 A 2,Eoch Pruae KX-U e2-696 A 2 B Ring,-8928.656250,-1061.406250,19906.031250,-146.200704
641,b99ae1fb86da9018f104e8dd0bf12e994bf75b3c,0.999730,Oephaivsky EQ-X d1-154,Oephaivsky EQ-X d1-154 5,Oephaivsky EQ-X d1-154 5 B Ring,-12209.093750,529.343750,17068.343750,-144.175483
652,8f328b099b0bc38d076be54c3263e3d52c3cba0d,0.999711,Dryoea Flyoo GW-W f1-438,Dryoea Flyoo GW-W f1-438 2,Dryoea Flyoo GW-W f1-438 2 C Ring,-6860.531250,-1845.250000,19039.093750,-135.103679
653,a691d0927b4dac2901ca52b84dcb7d3b3667fa82,0.999709,Stuemau IH-U e3-6891,Stuemau IH-U e3-6891 2,Stuemau IH-U e3-6891 2 B Ring,-1565.218750,1139.375000,26541.625000,158.028566
674,1c6c797ae2372a8c69dfc76ec1268b812c2745da,0.999679,Bya Ail OX-K d8-39,Bya Ail OX-K d8-39 B 6,Bya Ail OX-K d8-39 B 6 A Ring,-11866.281250,331.906250,16339.937500,-141.202869
680,4c86adc13d5d6e16306317dde08719176f9176ed,0.999675,Eok Blou BA-A e454,Eok Blou BA-A e454 1,Eok Blou BA-A e454 1 B Ring,-2333.906250,-1212.687500,27100.718750,153.024767
686,5424644a6ca19607fcd47fdf79bf396c8a8f4fbf,0.999666,Dryuae Scraa YJ-A f113,Dryuae Scraa YJ-A f113 A 3,Dryuae Scraa YJ-A f113 A 3 B Ring,-8239.437500,2134.968750,18272.562500,-137.296252
693,17555b14201e19aa287bcce255c205301d80efba,0.999651,Dryu Bra SS-K d8-3,Dryu Bra SS-K d8-3 7,Dryu Bra SS-K d8-3 7 C Ring,-20672.843750,244.375000,31681.875000,164.392544
694,47d6656d34a947dd80397e805b4d175cdd79ec41,0.999650,Wepooe WJ-R e4-5979,Wepooe WJ-R e4-5979 1,Wepooe WJ-R e4-5979 1 B Ring,-4540.718750,-1053.031250,24153.562500,-159.068857
696,3d9b6f2b2bc09cb2abbc7cee139a9903a043fd35,0.999646,Byoomae XE-C b56-1,Byoomae XE-C b56-1 A 6,Byoomae XE-C b56-1 A 6 B Ring,-16564.312500,-884.968750,25739.937500,-179.447312
699,aeb26a2f65c5244558f0ddddc87bf0de1d49de86,0.999643,Kyloaln AA-A h56,Kyloaln AA-A h56 3,Kyloaln AA-A h56 3 C Ring,-6055.906250,-874.656250,20873.062500,-140.421474
702,07e807b3c5cbfc8cfb12ada647232dcd8e37f9ac,0.999640,Phoadeae VP-V d3-144,Phoadeae VP-V d3-144 4,Phoadeae VP-V d3-144 4 A Ring,-23758.593750,-160.250000,14651.906250,-154.689160
703,0bef2560e86faa95d09463759c15f61af78bddf8,0.999640,Brambe ZU-Y f1253,Brambe ZU-Y f1253 2,Brambe ZU-Y f1253 2 B Ring,-8673.875000,-1623.468750,18569.531250,-139.880273
704,adb62955861afa90750eb867ef1dab430c7c69b3,0.999639,Wrupeae ZU-X e1-627,Wrupeae ZU-X e1-627 A 1,Wrupeae ZU-X e1-627 A 1 C Ring,-4318.593750,-1412.000000,28811.062500,146.171184
706,727d0709860bbdca2df7d92debde52b164657e3f,0.999635,Voqaa JH-V f2-967,Voqaa JH-V f2-967 1,Voqaa JH-V f2-967 1 B Ring,-9230.656250,-1340.093750,17945.218750,-139.323343
708,a89b4bd26fe817233aeebe1efdf661137af8bad6,0.999632,Clookou OP-M d8-56,Clookou OP-M d8-56 B 12,Clookou OP-M d8-56 B 12 C Ring,-15037.531250,-226.281250,12471.875000,-138.283733
709,8ceeac4fc322baa0003a71ef7776f757a8d4801c,0.999626,Flyoo Groa NO-X d2-56,Flyoo Groa NO-X d2-56 8,Flyoo Groa NO-X d2-56 8 A Ring,-26474.468750,-69.500000,50446.218750,137.191538
713,95ff9ecc579525e898a2e1c90d8c66b048d1689f,0.999618,Juemee QZ-V c3-286,Juemee QZ-V c3-286 5,Juemee QZ-V c3-286 5 B Ring,-10032.218750,-645.750000,25989.406250,179.490501
715,32555ae9f48e6fb1bb20fe394bc7ee4380655bad,0.999617,Zejoo KE-E d13-109,Zejoo KE-E d13-109 DE 2,Zejoo KE-E d13-109 DE 2 C Ring,-15889.531250,-79.531250,11593.625000,-138.046482
718,5081827b403ece476b5966c1dc73ab48c62ad6bc,0.999609,Iowhowns GP-C b41-0,Iowhowns GP-C b41-0 5,Iowhowns GP-C b41-0 5 A Ring,-32143.468750,205.375000,16473.468750,-163.667653
719,5e20be7c831a55d9e8e6d09663013c3e48f5c914,0.999609,Plimbeae LJ-Y c14-1,Plimbeae LJ-Y c14-1 9,Plimbeae LJ-Y c14-1 9 B Ring,-17782.781250,1380.500000,27737.750000,174.107948
722,c58d2c45cf708c763e072c1593ed80908a2b264e,0.999595,Aiphairds PD-J d9-57,Aiphairds PD-J d9-57 B 14,Aiphairds PD-J d9-57 B 14 B Ring,-12066.562500,356.656250,34345.343750,145.068039
728,39a18405c2ae2eb23c34baeac0ed50b153b5e71a,0.999589,Voqaa JH-V f2-115,Voqaa JH-V f2-115 2,Voqaa JH-V f2-115 2 A Ring,-9058.562500,-1474.968750,18028.000000,-139.087928
729,20f27d5c62f3f92be2df0fae8c93e7abaa36c8b3,0.999588,Bloo Eaeb YK-M d8-67,Bloo Eaeb YK-M d8-67 12,Bloo Eaeb YK-M d8-67 12 B Ring,-24692.593750,-281.343750,15059.875000,-156.319958
731,c51412a35ec613f4eb5d07b6b6d4fba9fdd3b0f9,0.999584,Myriesly WO-Z d13-7554,Myriesly WO-Z d13-7554 ABC 1,Myriesly WO-Z d13-7554 ABC 1 B Ring,-177.968750,-12.031250,25791.250000,-151.850273
739,943b01649cdbc381f2e57d1347349c7d70c38113,0.999567,Screakai TP-N d7-56,Screakai TP-N d7-56 8,Screakai TP-N d7-56 8 C Ring,-11120.750000,699.343750,21379.312500,-157.923182
742,354bee8a41f8bca5aca5751b91aa9fef627932c9,0.999562,Dryio Flyuae CA-A f2376,Dryio Flyuae CA-A f2376 A 3,Dryio Flyuae CA-A f2376 A 3 A Ring,-8338.781250,-1018.718750,18184.718750,-137.310461
744,03f374bbf0c372472844118390631f084297d5b2,0.999561,Eol Flyou RJ-V c17-135,Eol Flyou RJ-V c17-135 7,Eol Flyou RJ-V c17-135 7 C Ring,-9377.968750,-690.968750,17618.531250,-138.629455
750,51dabfe13fdc8333d530b1443e533e1600b943ce,0.999543,Sphoetz IH-V f2-106,Sphoetz IH-V f2-106 2,Sphoetz IH-V f2-106 2 A Ring,-9515.593750,-1573.687500,16620.937500,-135.796924
752,1c0707e0d63dd1bcb4ea4b31d4ed275a5c318f49,0.999540,Eoch Pruae CG-O d6-2644,Eoch Pruae CG-O d6-2644 AB 2,Eoch Pruae CG-O d6-2644 AB 2 C Ring,-8512.375000,-1008.406250,20013.187500,-145.413235
756,ec23a0231670888f67f9f104fa252c2a06ce516e,0.999526,Eol Prou AL-M c8-42,Eol Prou AL-M c8-42 5,Eol Prou AL-M c8-42 5 B Ring,-9738.375000,-809.062500,19783.625000,-147.935165
758,99ff585ba11fd1166a0698ee4de62aca16798302,0.999520,Shaulo JR-N e6-273,Shaulo JR-N e6-273 3,Shaulo JR-N e6-273 3 B Ring,-9140.156250,-19.125000,29649.156250,157.752498
770,141a2ebe1b301c5ecac248daf86db271cadee71d,0.999505,Breerua FH-K d9-0,Breerua FH-K d9-0 AB 2,Breerua FH-K d9-0 AB 2 B Ring,-37575.906250,778.781250,38136.625000,161.973389
777,6ed9ee88a38ea97d52324aadce3f04b0f47b49b3,0.999470,Eol Prou UE-F c12-81,Eol Prou UE-F c12-81 ABC 1,Eol Prou UE-F c12-81 ABC 1 B Ring,-9656.375000,-841.281250,19952.406250,-148.436909
779,46162c90abc71c64337383489ef73fa300dd6c65,0.999465,Schienau MX-Q c6-23,Schienau MX-Q c6-23 A 2,Schienau MX-Q c6-23 A 2 A Ring,-8295.656250,-1895.875000,20996.156250,-149.487515
791,a835e3743e57779a5c658bca8e778b3044c4a4a2,0.999434,Byoomao IQ-N c23-780,Byoomao IQ-N c23-780 AB 4,Byoomao IQ-N c23-780 AB 4 A Ring,-544.562500,-66.250000,25539.750000,-147.698707
797,abd4f1519dfd247c68f15713b1e42349dabce7ea,0.999414,Pha Fleau PK-E d12-10,Pha Fleau PK-E d12-10 AB 7,Pha Fleau PK-E d12-10 AB 7 B Ring,-20231.625000,582.156250,24368.812500,-175.677397
815,3f80902844f1b70901afa36e456683f1e42e0426,0.999372,Eol Prou AS-I c10-229,Eol Prou AS-I c10-229 A 6,Eol Prou AS-I c10-229 A 6 A Ring,-10110.468750,-852.187500,19868.500000,-149.244287
837,a683ec5c3f9c8254b0f41fd31d37737343879ca5,0.999299,Hypua Flyoae FM-B b43-7,Hypua Flyoae FM-B b43-7 6,Hypua Flyoae FM-B b43-7 6 A Ring,-12362.625000,-822.031250,22896.218750,-166.370225
840,fe688ca19afe4f04b6d5e3bb94bfb556465c0229,0.999291,Drumbaae AA-A h523,Drumbaae AA-A h523 B 2,Drumbaae AA-A h523 B 2 B Ring,-8157.812500,2298.406250,22715.000000,-158.733204
841,9cc39908f78a810b5c000f07040c23996b5551c9,0.999290,Phrooe Bliae DV-P c8-92,Phrooe Bliae DV-P c8-92 AB 5,Phrooe Bliae DV-P c8-92 AB 5 B Ring,-12811.906250,-80.906250,33881.343750,148.129063
844,60a7209b33c60b7613851b635312e3cd9f5dbdc3,0.999274,Dryae Flyoae ZZ-B c2-264,Dryae Flyoae ZZ-B c2-264 6,Dryae Flyoae ZZ-B c2-264 6 C Ring,-13200.062500,-108.718750,18253.562500,-149.964964
848,1d017a2dcd56ab73b4b232aaf41ddc0209152111,0.999267,Eoch Blou KM-W f1-1821,Eoch Blou KM-W f1-1821 2,Eoch Blou KM-W f1-1821 2 A Ring,-8101.218750,-1019.312500,27739.968750,167.242120
854,405048f50a3d72783a5ac928b106827ef09c6305,0.999235,Choomao KJ-P b6-4,Choomao KJ-P b6-4 9,Choomao KJ-P b6-4 9 B Ring,-21822.125000,161.812500,24683.343750,-176.812631
856,c8d37fcdfd381bec9aafae350dafa5694e1e22ea,0.999223,Dryooe Flyou KZ-C c27-211,Dryooe Flyou KZ-C c27-211 6,Dryooe Flyou KZ-C c27-211 6 C Ring,-9483.218750,-864.062500,19307.812500,-145.266607
858,0e5561751f9845f8c583857dd529567ac914d1f9,0.999217,Scaulao LC-T d4-8107,Scaulao LC-T d4-8107 6,Scaulao LC-T d4-8107 6 B Ring,-3015.218750,-466.593750,28844.218750,135.920794
861,83cf35bc5147b7c36db4299ac078c03563227ca1,0.999200,Byoomi CH-P c8-2686,Byoomi CH-P c8-2686 2,Byoomi CH-P c8-2686 2 C Ring,-1791.218750,-194.625000,24909.812500,-151.404805
863,e26427f7afe1692347692eaf5078545917aab810,0.999197,Myumbai CL-Y g38,Myumbai CL-Y g38 3,Myumbai CL-Y g38 3 C Ring,-6437.781250,-1886.750000,22931.125000,-155.327842
877,3f507f2127b6b83de96996c69400752803704c6d,0.999115,Eos Fraae BV-P d5-12,Eos Fraae BV-P d5-12 A 8,Eos Fraae BV-P d5-12 A 8 C Ring,-32748.812500,145.531250,19931.843750,-169.679568
884,24378bcd101e7fc16b9ff6ab3f0ffebec3b8d425,0.999087,Plimboa AQ-X c1-25,Plimboa AQ-X c1-25 4,Plimboa AQ-X c1-25 4 A Ring,-6269.031250,1506.625000,27180.343750,168.501789
887,d71b8442ef21354d132341bc70a78d421c49e96f,0.999070,Dryae Bliae YH-C c13-1,Dryae Bliae YH-C c13-1 AB 4,Dryae Bliae YH-C c13-1 AB 4 A Ring,-12939.781250,-1101.156250,28936.656250,166.817702
891,fa3d14b3fb14dc0a8fb4ff2ff6d590fcb0b1fd4a,0.999054,Oob Chraea RT-Z c13-25,Oob Chraea RT-Z c13-25 5,Oob Chraea RT-Z c13-25 5 A Ring,-23905.093750,52.968750,27706.093750,175.683821
911,dac5097a5666481da629f65b3a2669760cc0067b,0.998887,Voqaa FB-X f1-611,Voqaa FB-X f1-611 2,Voqaa FB-X f1-611 2 B Ring,-9205.718750,-1484.437500,17703.843750,-138.398212
914,888b2fb045a03ffc9b4487c6f0676ee8d1eeead8,0.998821,Hypuejaa FF-R d4-15,Hypuejaa FF-R d4-15 B 1,Hypuejaa FF-R d4-15 B 1 A Ring,-11950.125000,-1258.562500,27546.312500,172.172173
919,6504bdba8432a8b79bd63a376602bb96b1bba33e,0.998801,Nyuenooe JR-N d6-4774,Nyuenooe JR-N d6-4774 4,Nyuenooe JR-N d6-4774 4 C Ring,-1995.500000,1280.843750,26411.406250,165.796881
927,d310daf8bbface0a08f8c7d2247df83bf8382cf6,0.998734,Agnairt CT-W c16-92,Agnairt CT-W c16-92 2,Agnairt CT-W c16-92 2 A Ring,-9959.968750,-768.593750,22723.812500,-162.354820
934,0be7c0963f0006cf70a023644cac2d6be56dbeaf,0.998692,Theemae AA-A g279,Theemae AA-A g279 2,Theemae AA-A g279 2 B Ring,-3399.531250,1546.250000,23589.062500,-145.989846
944,d16b32e328a1819387d2c3549d78125c87784c6c,0.998623,Dryio Bloo CB-X f1-134,Dryio Bloo CB-X f1-134 2,Dryio Bloo CB-X f1-134 2 B Ring,-6163.500000,-1575.843750,29230.500000,151.712565
946,00d1b48fd75b2b877190b22c197f413180d3969b,0.998601,Scheau Pra VO-Z e915,Scheau Pra VO-Z e915 2,Scheau Pra VO-Z e915 2 C Ring,-5610.562500,-1381.437500,24795.250000,-168.909570
947,5ba9dab546c7141c47ba8289996c7830889ea06b,0.998598,Eol Prou LE-F c25-34,Eol Prou LE-F c25-34 ABC 1,Eol Prou LE-F c25-34 ABC 1 C Ring,-9678.031250,-1117.562500,20518.843750,-150.988593
948,05fe85f8ea926e0cfce455d96cd5cca28faa1663,0.998544,Agnairt DA-A f3542,Agnairt DA-A f3542 2,Agnairt DA-A f3542 2 A Ring,-9315.687500,-1082.375000,22138.218750,-158.064472
953,f29c5ccf44527292223108465f245ad3566ca833,0.998502,Dryuae Scraa BA-A f380,Dryuae Scraa BA-A f380 A 1,Dryuae Scraa BA-A f380 A 1 C Ring,-8499.031250,1538.062500,18433.718750,-138.785417
954,428a0b7a89bc1f977a0628b99644e46cdf4d973d,0.998490,Bramba IH-V f2-165,Bramba IH-V f2-165 A 3,Bramba IH-V f2-165 A 3 B Ring,-12140.656250,-1399.343750,19151.750000,-150.983560
955,6344de79c0db53a381dc30c9746b9f36a353481d,0.998484,Byoomue ST-H d10-1181,Byoomue ST-H d10-1181 14,Byoomue ST-H d10-1181 14 C Ring,-10589.468750,-784.500000,25421.781250,-177.420592
961,6d13eb6d39d2821f89a554ec3bfa1a2af7a4ee74,0.998470,Myriesly SA-L b35-21,Myriesly SA-L b35-21 2,Myriesly SA-L b35-21 2 B Ring,-891.312500,-8.187500,25308.250000,-147.153441
963,cf4dc9fd8b5e37525b7ff76137bf034b04c2a8f0,0.998434,Hypoi Graae JT-O d7-254,Hypoi Graae JT-O d7-254 3,Hypoi Graae JT-O d7-254 3 A Ring,-17413.843750,-99.750000,35482.875000,151.210849
964,3ec7da3f2daca5c83d9cfcce96c894853d5e6747,0.998433,Dryooe Greau IN-K c24-6,Dryooe Greau IN-K c24-6 AB 2,Dryooe Greau IN-K c24-6 AB 2 C Ring,-10193.531250,-346.093750,31983.156250,149.234804
978,65bdde12f2be70fe809b162e391cb4cc9e981779,0.998317,Eor Ausms AA-A g272,Eor Ausms AA-A g272 C 1,Eor Ausms AA-A g272 C 1 C Ring,-7642.500000,1549.218750,19691.562500,-141.003565
981,7fe42800d2d838b04ba6cca8211931b542359671,0.998223,Dryooe Prou DD-H d11-2922,Dryooe Prou DD-H d11-2922 4,Dryooe Prou DD-H d11-2922 4 B Ring,-9880.062500,-294.375000,21664.968750,-156.850885
985,5181bd2e3f10f2e68e3aa4139278b6d7e6243e74,0.998179,Ovomly XU-B c2-9,Ovomly XU-B c2-9 6,Ovomly XU-B c2-9 6 A Ring,-19764.187500,-162.656250,6703.968750,-135.872046
991,c0170a4d3ecc2e5266046f01cdd9e47648bd2263,0.998143,Eol Prou VD-T e3-156,Eol Prou VD-T e3-156 2,Eol Prou VD-T e3-156 2 A Ring,-9051.875000,-1050.031250,20129.437500,-147.554878
996,165b8d970befcbe2428b4a3191022b34be9cdc3a,0.998087,Pha Scroi AA-A h360,Pha Scroi AA-A h360 B 2,Pha Scroi AA-A h360 B 2 B Ring,-10263.937500,1446.343750,23671.968750,-167.781883
998,9e773131b6d6107de30210a8a4f645cbd14583c2,0.998043,Dryaea Brau QY-R e4-0,Dryaea Brau QY-R e4-0 A 5,Dryaea Brau QY-R e4-0 A 5 B Ring,-9565.187500,2051.968750,31805.031250,148.378313
