rank,ring_id,moi_metric,system_name,body_name,ring_name,x,y,z,theta_deg
901,c33ebd03ebcb0e7f149a6b1f1047b014a5f2ce1d,0.998940,Lasou PL-Y d1900,Lasou PL-Y d1900 8,Lasou PL-Y d1900 8 B Ring,2273.656250,111.812500,32301.062500,70.645750
906,8b61e0f7c6170f1e701f19e0224d6909ce047030,0.998917,Flyoo Bloae RO-L c10-0,Flyoo Bloae RO-L c10-0 5,Flyoo Bloae RO-L c10-0 5 C Ring,-15704.406250,-259.843750,48018.000000,125.419201
917,8636400c69033a28348025744dc2f0fa025027a6,0.998811,Byua Chrea FU-E c25-10,Byua Chrea FU-E c25-10 11,Byua Chrea FU-E c25-10 11 C Ring,-1112.531250,68.656250,55059.625000,92.234430
918,67447904d3444c4e21000efaf870941bc0e92226,0.998802,Pyriviae WX-L c10-31,Pyriviae WX-L c10-31 AB 6,Pyriviae WX-L c10-31 AB 6 C Ring,-11249.468750,-184.687500,54453.187500,111.547365
925,a0f3a3cb7c07b8ac559adc5ae688f59e101ca8d9,0.998747,Pyrai Eop PC-T d4-2,Pyrai Eop PC-T d4-2 3,Pyrai Eop PC-T d4-2 3 A Ring,13952.875000,-466.531250,59507.250000,67.489720
931,ff606c0d356f4c19c477b580c861a8ae2b755e2b,0.998714,Teqia NS-U f2-323,Teqia NS-U f2-323 1,Teqia NS-U f2-323 1 B Ring,-3486.843750,-1081.656250,37040.875000,107.496951
943,331bbea02687d62c88768ee7828383d839930dba,0.998636,Sutchooe SQ-B c27-7,Sutchooe SQ-B c27-7 ABC 4,Sutchooe SQ-B c27-7 ABC 4 B Ring,515.281250,167.781250,50025.625000,88.836316
957,d272136d35248223dcc6006c8200c2b2005dda43,0.998476,Chraisuae WP-X e1-1232,Chraisuae WP-X e1-1232 ABCD 3,Chraisuae WP-X e1-1232 ABCD 3 A Ring,2550.750000,-1549.375000,31342.343750,65.106367
966,853d5b118e5a1045e7ea602ba191c74f3e34e0c2,0.998423,Flyae Flyi ZF-V d3-1059,Flyae Flyi ZF-V d3-1059 B 8,Flyae Flyi ZF-V d3-1059 B 8 C Ring,-773.031250,-317.875000,37704.812500,93.868483
967,2601a468ac5d87a65943fd4dc98efd5b3eb9178f,0.998415,Lasou DH-U e3-3748,Lasou DH-U e3-3748 1,Lasou DH-U e3-3748 1 B Ring,1439.406250,1118.125000,32935.250000,78.634235
968,a7b7073a3738b356cbb926bdea3d86a3e5893b95,0.998391,Auphairsts SK-S c6-11,Auphairsts SK-S c6-11 4,Auphairsts SK-S c6-11 4 A Ring,501.531250,-301.281250,50430.000000,88.887598
974,037ef65adabf47cc19fade14343ccc044c49745b,0.998343,Preia Byio UR-L c24-47,Preia Byio UR-L c24-47 AB 5,Preia Byio UR-L c24-47 AB 5 C Ring,3565.937500,-115.687500,52490.562500,82.415294
979,f6c4d65f1528c37c54a299d05959151b4ca7f2c5,0.998309,Phraa Byoe HU-L c22-26,Phraa Byoe HU-L c22-26 A 3,Phraa Byoe HU-L c22-26 A 3 A Ring,398.593750,-840.406250,37027.468750,88.078204
986,cd84bc95f22f847a9713690a877d99b84d9cbd1c,0.998175,Hypou Briae VP-O d6-15,Hypou Briae VP-O d6-15 ABC 1,Hypou Briae VP-O d6-15 ABC 1 C Ring,-1090.843750,404.093750,35379.156250,96.714988
993,27fb8fa36312e550f4a767366c40d3da7d3f2eae,0.998121,Prae Flyuae ZE-A e35,Prae Flyuae ZE-A e35 7,Prae Flyuae ZE-A e35 7 B Ring,-3643.375000,-1075.250000,38752.906250,105.930252
994,75845a12c75c00e8ed92f90ee8a6c2f46f742ef7,0.998110,Preou Bra BA-A d13,Preou Bra BA-A d13 AB 6,Preou Bra BA-A d13 AB 6 C Ring,-21701.468750,-9.031250,51427.093750,130.401824
995,a912ae34e64227f4f291454b1157a4c41ba239bb,0.998095,Phroea Blou VF-M b21-4,Phroea Blou VF-M b21-4 AB 3,Phroea Blou VF-M b21-4 AB 3 A Ring,-7431.375000,-1224.000000,33957.593750,132.781432
